"Region" "Disease" "Nb_RCTs_low" "Nb_RCTs_med" "Nb_RCTs_up" "Nb_Patients_low" "Nb_Patients_med" "Nb_Patients_up" "Prop_RCTs_low" "Prop_RCTs_med" "Prop_RCTs_up" "Prop_Patients_low" "Prop_Patients_med" "Prop_Patients_up"
"11" "High-income" "Hepatitis" "412.975" "628.5" "910" "98535.1793825832" "169869.332450747" "308290.018507962" "0.669287887829622" "1.01787605124043" "1.47072393601537" "0.507763166432222" "0.870394717554044" "1.57873226460582"
"12" "Latin America and Caribbean" "Hepatitis" "35" "56" "77" "8390.10083446677" "24088.154095927" "31737.2008954347" "0.828343142214968" "1.31857781963739" "1.81734503400777" "1.00659027164541" "2.87637169476625" "3.83825981372682"
"13" "North Africa and Middle East" "Hepatitis" "43" "68" "106" "3656.24030029857" "6233.357932318" "10681.58046102" "0.53810510071966" "0.859617235504793" "1.33847098254008" "0.445491467659216" "0.756232922118722" "1.29672302622227"
"14" "South Asia" "Hepatitis" "40" "62" "86" "8188.72029577937" "14953.1342308834" "52628.6003086945" "0.893644851678073" "1.39424202512127" "1.93060176416044" "0.437533070621439" "0.811377108759308" "2.78726336881155"
"15" "Southeast Asia, East Asia and Oceania" "Hepatitis" "127" "191" "241" "43573.8174995897" "173801.210232777" "202476.30722682" "1.46456975143553" "2.20751801389092" "2.79582555793653" "1.3549048302371" "5.3679274837805" "6.42497149040165"
"16" "Sub-Saharian Africa" "Hepatitis" "5" "11" "21" "926.947023809524" "3222.13496259488" "75099.685" "0.217957521088451" "0.46908315565032" "0.934164239461674" "0.0263581494289545" "0.0930646016741352" "2.12936969258321"
"17" "All" "Hepatitis" "602" "913" "1300" "211246.5" "400936" "598267.3" "0.719832227521309" "1.08896665725719" "1.54853360044985" "0.675362168778749" "1.28344680200113" "1.91797573095832"
"18" "Non-HI" "Hepatitis" "267" "404" "540" "89168.4212870673" "234307.105418378" "340665.245467171" "0.952525131846555" "1.43529668109585" "1.92490859834954" "0.768151329891469" "1.99778768377513" "2.90740193579868"
"19" "Central Europe, Eastern Europe, and Central Asia" "Neoplasms" "1138" "1232" "1308" "183827.211836229" "226895.654396867" "246204.497880263" "17.3245030951206" "18.5720730741276" "19.5881092636764" "11.4541672552595" "13.8342928877313" "14.9528258858498"
"20" "High-income" "Neoplasms" "8802.975" "9501" "10059.025" "4062208.216989" "4556668.09200813" "4939833.09173478" "13.121248118677" "14.089178916948" "14.875012663949" "19.425583132019" "21.4962170684835" "23.1318144906128"
"21" "Latin America and Caribbean" "Neoplasms" "545.975" "593" "633" "56239.636179842" "64651.5727531692" "75926.6519682964" "11.8077701618096" "12.766870530672" "13.5845055739137" "6.14207294372643" "7.06517357795253" "8.34176599259177"
"22" "North Africa and Middle East" "Neoplasms" "568" "620" "665" "44745.8958794888" "59436.7408077354" "65244.0343887164" "6.51818621249279" "7.09600161501474" "7.60721685780729" "4.96915431770923" "6.53677101875267" "7.2543103038017"
"23" "South Asia" "Neoplasms" "543" "591" "631" "67889.7034627344" "97834.7917805781" "152512.652660637" "11.2437736018101" "12.1719822365765" "12.9688074488647" "3.34451143555275" "4.76792981671776" "7.59309223277874"
"24" "Southeast Asia, East Asia and Oceania" "Neoplasms" "1854" "2004" "2125" "441358.128719971" "674856.763484969" "725858.689941082" "19.9678972712681" "21.3612619345251" "22.4966119914398" "13.1891677872728" "19.1707034808613" "20.9669823598856"
"25" "Sub-Saharian Africa" "Neoplasms" "182" "201" "218" "23579.8379819" "35124.8077750845" "141795.319949187" "7.33495597552072" "8.08341475391418" "8.75502008032129" "0.610566847142436" "0.911547609343251" "3.69961560110894"
"26" "All" "Neoplasms" "11147.975" "12024" "12728.025" "5095632.85" "5686771.5" "6152196.2" "12.2329808020536" "13.129935720361" "13.8685822990231" "15.1341537920135" "16.72065867709" "17.9977481146424"
"27" "Non-HI" "Neoplasms" "3572.975" "3858" "4088.025" "900394.037011502" "1149422.10306029" "1300220.14989145" "11.6686193816845" "12.5328962106091" "13.2526171084795" "7.08713168026867" "8.93991392520057" "10.1210658102694"
"28" "Central Europe, Eastern Europe, and Central Asia" "Cardiovascular and circulatory diseases" "681" "767" "858.025" "280599.351921757" "324455.267480318" "367715.98116672" "11.1421013103449" "12.5363490106336" "13.9805949773587" "19.1576313877163" "21.7597016118534" "24.4373903566291"
"29" "High-income" "Cardiovascular and circulatory diseases" "7101" "7959" "8901.05" "2724964.91643023" "3114279.31836519" "3554723.84155324" "11.5998265883491" "12.947106559978" "14.4304363419511" "14.1431238374785" "16.0797392448512" "18.2829788192143"
"30" "Latin America and Caribbean" "Cardiovascular and circulatory diseases" "446" "509" "575" "94039.2028577901" "112597.351070667" "155117.007583547" "10.5471587303295" "11.9455120182578" "13.4783970330764" "11.3335047510722" "13.5710261644395" "18.489573534549"
"31" "North Africa and Middle East" "Cardiovascular and circulatory diseases" "795" "907" "1028" "97713.0639573199" "160393.20892378" "178913.72590633" "10.0910419671468" "11.473973973974" "12.9670761431336" "11.9600086233948" "19.4125419284856" "21.5537239460234"
"32" "South Asia" "Cardiovascular and circulatory diseases" "387.975" "448.5" "517" "93559.7512298573" "283073.365910326" "446922.944796735" "8.77664504205371" "10.1352100603598" "11.6593019099596" "5.56425799028449" "15.4657919918035" "23.4072425508021"
"33" "Southeast Asia, East Asia and Oceania" "Cardiovascular and circulatory diseases" "1066" "1198" "1333" "490332.789174965" "627800.04621641" "829407.128880695" "12.4290720077293" "13.8911267119346" "15.3983084134505" "15.3386547016384" "19.6008646367133" "25.4306895789492"
"34" "Sub-Saharian Africa" "Cardiovascular and circulatory diseases" "137" "166" "198" "59747.9280503966" "139054.788044057" "393388.624892596" "6.00430463576159" "7.25141120277898" "8.68045588356439" "1.70709709734762" "3.97881191142343" "11.0862797767362"
"35" "All" "Cardiovascular and circulatory diseases" "9526.975" "10676" "11943" "4161522.95" "4775668" "5435620.325" "11.4598092846689" "12.8059765484869" "14.2799368484855" "13.4899697934134" "15.3819675062558" "17.4687253559077"
"36" "Non-HI" "Cardiovascular and circulatory diseases" "3026" "3405" "3819" "1338213.54271105" "1652307.91720662" "2019596.76243396" "10.8225999328358" "12.1361623086645" "13.5665592783242" "11.5412165037417" "14.1420833161571" "17.216003769477"
"37" "Central Europe, Eastern Europe, and Central Asia" "Chronic respiratory diseases" "515" "570" "619" "151795.799269282" "171555.396221414" "189190.767854296" "8.47029142219944" "9.39406301670943" "10.2242333351216" "10.1904920432533" "11.5026053897065" "12.7827573884697"
"38" "High-income" "Chronic respiratory diseases" "3406" "3776" "4160" "932259.690065084" "1117760.92383018" "1286683.43469031" "5.56034500631904" "6.1847096761245" "6.83802132966145" "4.84403693827648" "5.78684162801595" "6.68925111394514"
"39" "Latin America and Caribbean" "Chronic respiratory diseases" "263" "294" "324" "37386.6490869963" "43982.9469783079" "56466.4470078533" "6.20332205042055" "6.96716319562309" "7.71697387771939" "4.49358243538572" "5.33589213856982" "6.85416566134076"
"40" "North Africa and Middle East" "Chronic respiratory diseases" "280" "318" "364" "24051.4336885947" "27930.1556765428" "33977.3375195946" "3.55474442914897" "4.04053536038286" "4.64638943562185" "2.93695770322283" "3.42676256578492" "4.20442569402648"
"41" "South Asia" "Chronic respiratory diseases" "205" "232" "262" "27923.7451418843" "33863.5173496006" "96614.6555595887" "4.65957928070572" "5.29155090512403" "5.98856127341863" "1.48095958307415" "1.89968321827852" "5.23855632487412"
"42" "Southeast Asia, East Asia and Oceania" "Chronic respiratory diseases" "382" "428" "479" "77726.6500932189" "92085.421963327" "138916.467761021" "4.43468336434319" "4.997121412745" "5.6083780811549" "2.41941078366533" "2.92370395551616" "4.43623276285611"
"43" "Sub-Saharian Africa" "Chronic respiratory diseases" "115" "132" "148" "23537.6607133262" "66251.3653394773" "178411.46972269" "5.09929159220005" "5.84070796460177" "6.5924399353529" "0.67483027396458" "1.91427303593182" "5.12117211097858"
"44" "All" "Chronic respiratory diseases" "4302.975" "4773" "5283" "1338206.35" "1560048.5" "1813807.675" "5.17511161898152" "5.76418737722197" "6.3939947331518" "4.33442840063995" "5.05610081226671" "5.89369261671833"
"45" "Non-HI" "Chronic respiratory diseases" "1361" "1516" "1681" "372220.013957424" "439949.336013737" "606738.995643227" "4.87519875273536" "5.44026117833767" "6.04929694454298" "3.20919794106573" "3.81316101195934" "5.22462956628558"
"46" "Central Europe, Eastern Europe, and Central Asia" "Cirrhosis of the liver" "32" "67" "102" "3138.03484739933" "9102.73971582932" "19084.5704867615" "0.532738933672005" "1.10448316649807" "1.68350994000822" "0.208686747314198" "0.6098263235934" "1.28448701245526"
"47" "High-income" "Cirrhosis of the liver" "353" "705" "1059.025" "70328.687011899" "156071.027808273" "301753.609750869" "0.571811937895541" "1.14336695075334" "1.72900828865415" "0.359690480195583" "0.803080102382571" "1.54429659184386"
"48" "Latin America and Caribbean" "Cirrhosis of the liver" "19" "41" "66" "1599.61382298257" "4012.67342409053" "12286.5309610925" "0.458261991526163" "0.971909460139397" "1.54712008493055" "0.192089413622242" "0.484370429841534" "1.46788915863281"
"49" "North Africa and Middle East" "Cirrhosis of the liver" "48" "98" "148" "4366.48436652885" "60427.3369218501" "69007.8096454717" "0.612987996638787" "1.23706134814441" "1.87647905852272" "0.53142251452303" "7.21459267949899" "8.39701279154914"
"50" "South Asia" "Cirrhosis of the liver" "40" "81" "118" "4715.26010732324" "10830.2451564518" "54033.6559253247" "0.907431982076032" "1.83811015897169" "2.6557631071035" "0.256172087066331" "0.592571531493528" "2.91602254947879"
"51" "Southeast Asia, East Asia and Oceania" "Cirrhosis of the liver" "84" "166" "238" "19271.5852010124" "136507.993431276" "203022.261370886" "0.978137883714244" "1.93059093712404" "2.76007190873398" "0.606336577498407" "4.21553579946666" "6.50144513528691"
"52" "Sub-Saharian Africa" "Cirrhosis of the liver" "3" "10" "21" "382.466111111111" "4143.69471916972" "92988.6346428569" "0.133333333333333" "0.441403685150872" "0.930861383686371" "0.0110342004172166" "0.119754070414322" "2.64823018534726"
"53" "All" "Cirrhosis of the liver" "534.975" "1061" "1574" "139002.125" "352394" "599427.35" "0.637016381973726" "1.26878597624171" "1.88018052641951" "0.445321706418225" "1.13060345715364" "1.91911676687458"
"54" "Non-HI" "Cirrhosis of the liver" "214" "422" "613" "48508.3620804797" "190867.246863224" "347036.00433088" "0.755964215080163" "1.50440342876156" "2.18580010681511" "0.414434415558326" "1.63502262483763" "2.98652007111813"
"55" "Central Europe, Eastern Europe, and Central Asia" "Digestive diseases (except cirrhosis)" "341" "418" "548" "54797.2437509664" "74177.2806430481" "113199.233703389" "5.75184506305432" "7.05744620519216" "9.2292310321707" "3.76181177306759" "5.10925580403505" "7.79263569389713"
"56" "High-income" "Digestive diseases (except cirrhosis)" "3692" "4524.5" "6004.025" "715292.235073023" "1004236.03331964" "1540587.63538348" "6.1686398192943" "7.58012711077102" "10.0382045423222" "3.80710597409511" "5.34246391966751" "8.1433000279064"
"57" "Latin America and Caribbean" "Digestive diseases (except cirrhosis)" "244.975" "303" "402" "30780.4789993172" "42440.9415159662" "82029.090478069" "5.9447983014862" "7.34743340942616" "9.71567624444017" "3.80713786142971" "5.28772029395328" "10.1358986993167"
"58" "North Africa and Middle East" "Digestive diseases (except cirrhosis)" "718.975" "846" "1044" "61438.1595158204" "74344.4033101815" "100261.541706959" "9.35463049701768" "11.0142205527234" "13.5054972745452" "7.69000787735714" "9.33571118460716" "12.5478349844777"
"59" "South Asia" "Digestive diseases (except cirrhosis)" "317" "385" "495" "64408.1225091232" "92012.074210836" "257226.397159019" "7.40484348238656" "8.97556390977444" "11.4678269765162" "3.54281952486631" "5.3046281603045" "14.2576103293892"
"60" "Southeast Asia, East Asia and Oceania" "Digestive diseases (except cirrhosis)" "596" "718" "920" "140409.606420121" "205301.629017337" "398732.925196856" "7.11554209398988" "8.56865234355119" "10.9167789221708" "4.53343959463647" "6.65307237477255" "12.5688916234922"
"61" "Sub-Saharian Africa" "Digestive diseases (except cirrhosis)" "103" "133" "185" "109288.986320023" "237312.150050149" "464661.537415737" "4.65113602295602" "6.04949587534372" "8.39129229602108" "3.17149374692274" "7.00765466841703" "13.6166240627591"
"62" "All" "Digestive diseases (except cirrhosis)" "5571" "6734" "8754" "1310189.1" "1762528" "2591316.35" "6.86471519694767" "8.31628554994281" "10.7490912059971" "4.36646497792709" "5.86051373866771" "8.54896946637807"
"63" "Non-HI" "Digestive diseases (except cirrhosis)" "2181.975" "2587" "3252" "545346.441371534" "752211.522675541" "1137357.95793095" "7.99095727275065" "9.49145128537493" "11.8764380716273" "4.81406743974045" "6.65826948191158" "9.99378020179285"
"64" "Central Europe, Eastern Europe, and Central Asia" "Neurological disorders" "407" "471" "537" "63826.0145306743" "77480.3310810664" "99141.0386324095" "6.79432791981181" "7.83768296157659" "8.93980330741788" "4.32394226426738" "5.2561911196017" "6.7401187616007"
"65" "High-income" "Neurological disorders" "4383.975" "5027" "5712.05" "888765.708341327" "1110903.95785845" "1396387.95038026" "7.24321495327307" "8.29789161648726" "9.43256144517266" "4.63795343385651" "5.80321748839069" "7.28443122032638"
"66" "Latin America and Caribbean" "Neurological disorders" "230" "271" "318" "18811.8670248381" "25048.5047777169" "48276.5612421078" "5.50197553193876" "6.4850060389295" "7.61400337745039" "2.28231207125056" "3.07013560213572" "5.9178705625937"
"67" "North Africa and Middle East" "Neurological disorders" "512" "592.5" "683" "39102.2422432341" "46574.0674198014" "58343.8479886262" "6.57287230271732" "7.60399005676579" "8.77796667443391" "4.79254913598686" "5.76148876609176" "7.26092761000457"
"68" "South Asia" "Neurological disorders" "205" "244" "293" "30613.9225220304" "59868.6788474853" "203241.163157356" "4.69782581544658" "5.59377759835244" "6.73646838990969" "1.72578897230855" "3.36740873584318" "10.759562353249"
"69" "Southeast Asia, East Asia and Oceania" "Neurological disorders" "402" "474" "562" "77065.5035279323" "106104.292541296" "219297.549153797" "4.72718650255596" "5.56811565786107" "6.62624271611928" "2.43942570586966" "3.38139380439526" "6.90738256850556"
"70" "Sub-Saharian Africa" "Neurological disorders" "80" "99" "122.025" "17510.8915582032" "43130.8285697603" "237130.224203992" "3.57765955046037" "4.41839495040577" "5.47945205479452" "0.503889646609394" "1.25879075854314" "6.88638486586693"
"71" "All" "Neurological disorders" "5561.975" "6388" "7295" "1211001.725" "1501392.5" "1927216.775" "6.76840848511377" "7.77617649511163" "8.88283582974296" "3.931164946449" "4.90007352488426" "6.2839673242827"
"72" "Non-HI" "Neurological disorders" "1581" "1828" "2119" "287020.521779615" "377861.639306951" "625593.007933335" "5.71811148822743" "6.61794143596856" "7.67422875684" "2.48192089353877" "3.29840557129703" "5.44259555325081"
"73" "Central Europe, Eastern Europe, and Central Asia" "Mental and behavioral disorders" "363" "400" "444" "79608.3574792393" "90483.2205173316" "107057.393741097" "5.96892886345053" "6.6183733947975" "7.36544267454947" "5.35381695705695" "6.10925253464019" "7.24941703982004"
"74" "High-income" "Mental and behavioral disorders" "6835" "7348" "7875" "1694125.64770184" "1888371.48466292" "2124515.9493886" "11.2128627585067" "12.0944392802822" "13.0231967010833" "8.81732316958808" "9.86662314599305" "11.1143185816228"
"75" "Latin America and Caribbean" "Mental and behavioral disorders" "273" "302" "337" "31159.5652244566" "46400.1413448197" "63918.965315857" "6.49042735045551" "7.2112549823629" "8.04498283243143" "3.81143577546526" "5.64184054040861" "7.84590664622982"
"76" "North Africa and Middle East" "Mental and behavioral disorders" "916" "989" "1061.025" "69919.4738663781" "76785.2557772716" "86075.5432756133" "11.6915674496383" "12.6460795969632" "13.6490447793179" "8.54541996684688" "9.46606751611503" "10.8571279207209"
"77" "South Asia" "Mental and behavioral disorders" "275" "306" "344" "41581.9889489248" "57856.4762128154" "159971.747885293" "6.29848579768831" "7.03529147329869" "7.92454763817929" "2.3115326398884" "3.29392189675364" "8.86326285382205"
"78" "Southeast Asia, East Asia and Oceania" "Mental and behavioral disorders" "523" "575" "641" "118304.215497805" "167977.892077845" "248421.212328272" "6.10658481615432" "6.75051174118169" "7.54266896767835" "3.75497118768982" "5.33490770767137" "7.97010771312322"
"79" "Sub-Saharian Africa" "Mental and behavioral disorders" "118" "134" "153" "49416.2281076231" "65115.2373539718" "249211.338622028" "5.25394045534151" "5.98290598290598" "6.8317285648785" "1.41045886927445" "1.91151655148785" "7.01200060871536"
"80" "All" "Mental and behavioral disorders" "8683.975" "9346" "10040.025" "2165366.95" "2413518" "2752315.375" "10.4998738266006" "11.3468425941864" "12.2526743339986" "7.03572679606794" "7.8825178223963" "9.02711662328967"
"81" "Non-HI" "Mental and behavioral disorders" "2211" "2400" "2615.025" "437363.353103817" "514573.027937045" "730338.727545212" "7.93617846721559" "8.6617463792188" "9.47992119891247" "3.78498335979892" "4.48816424891118" "6.37216140203623"
"82" "Central Europe, Eastern Europe, and Central Asia" "Diabetes, urinary diseases and male infertility" "840" "927" "1014" "215136.856478231" "244021.927722153" "276910.112373157" "13.7267403610468" "15.1149518995598" "16.5428511693678" "14.3625472708761" "16.1968070222414" "18.3985805647743"
"83" "High-income" "Diabetes, urinary diseases and male infertility" "7939.975" "8756" "9619.025" "2389093.05985604" "2740098.76601201" "3133781.1935048" "12.8944784210429" "14.1869527954417" "15.5658903023193" "12.2539814653739" "14.0300842911951" "16.0297322104577"
"84" "Latin America and Caribbean" "Diabetes, urinary diseases and male infertility" "636" "704" "771" "95002.8859955275" "111072.553953461" "151618.500589279" "14.972416224707" "16.5168007572172" "18.04906953329" "11.2827585124389" "13.3075544529916" "18.0927936342989"
"85" "North Africa and Middle East" "Diabetes, urinary diseases and male infertility" "1070.975" "1185" "1304" "112589.356620858" "174054.187848117" "190431.667708239" "13.5301582062906" "14.9334327245621" "16.3837084882397" "13.587196741262" "20.9113181594187" "22.8727370572531"
"86" "South Asia" "Diabetes, urinary diseases and male infertility" "609" "676" "746" "115973.118532419" "159751.78664286" "332367.401176071" "13.7717873981672" "15.2683609679765" "16.8315163880111" "6.25652062832586" "8.92906735827546" "17.7856541188537"
"87" "Southeast Asia, East Asia and Oceania" "Diabetes, urinary diseases and male infertility" "1083.975" "1200" "1322" "414915.46113182" "548449.53422313" "733768.927744639" "12.50991590213" "13.836805763245" "15.2269731282745" "12.8732411692109" "16.9858903105324" "22.3112218441822"
"88" "Sub-Saharian Africa" "Diabetes, urinary diseases and male infertility" "230" "261" "295" "53603.082633221" "103233.102845161" "349931.31164714" "10.1113967437875" "11.4498806154339" "12.9176265697238" "1.51051816948061" "2.95366453686666" "9.89395206386293"
"89" "All" "Diabetes, urinary diseases and male infertility" "10613.975" "11700.5" "12854.05" "3616561.375" "4123023.5" "4694087.55" "12.6862061138243" "13.9703270698716" "15.3316010872292" "11.5553477815917" "13.1672702871124" "15.0109438557497"
"90" "Non-HI" "Diabetes, urinary diseases and male infertility" "3547" "3911" "4296" "1147635.64737454" "1368685.17617496" "1701504.21669217" "12.5986407073495" "13.8688337367631" "15.2236609940535" "9.73331494067025" "11.6537633833122" "14.5037113402691"
"91" "Central Europe, Eastern Europe, and Central Asia" "HIV/AIDS" "53" "72" "89" "8773.51561846686" "16355.9480243009" "23789.9324184692" "0.850855471494977" "1.1545651141949" "1.43502280160031" "0.573411535017082" "1.06881143929608" "1.55592831998002"
"92" "High-income" "HIV/AIDS" "758" "991" "1170" "229781.743540196" "318466.516447966" "430549.673501891" "1.20713949393736" "1.57177001471488" "1.86345690439635" "1.1510178417791" "1.59795067098121" "2.15487501968136"
"93" "Latin America and Caribbean" "HIV/AIDS" "69" "92" "110" "11784.8384903102" "17073.9863845391" "23675.2401283503" "1.5909065801631" "2.12666510867025" "2.5419776119403" "1.37668274185772" "2.0090014881055" "2.83045268694408"
"94" "North Africa and Middle East" "HIV/AIDS" "30" "45" "64" "2524.23043237808" "4085.86837606838" "7023.20830586081" "0.368344009203495" "0.551200391964723" "0.785952220528226" "0.299711895895274" "0.484889916824334" "0.831952204584668"
"95" "South Asia" "HIV/AIDS" "44" "61" "75" "10203.4772714931" "62592.4336192531" "89868.9986405406" "0.978865406006674" "1.33695898481758" "1.6659355080874" "0.545115410553666" "3.28693251107376" "4.86714518164578"
"96" "Southeast Asia, East Asia and Oceania" "HIV/AIDS" "100" "134" "160" "28745.968321024" "48112.7805582532" "71966.1227057264" "1.13468462127406" "1.51328326420805" "1.81902405507473" "0.882355493102381" "1.46701488856108" "2.20625871675094"
"97" "Sub-Saharian Africa" "HIV/AIDS" "245" "319" "366" "261703.928416753" "499175.934722153" "573425.590271284" "10.8303168979668" "13.7953225939716" "15.7038938810441" "7.6164539847427" "13.8108326644034" "16.7438291900502"
"98" "All" "HIV/AIDS" "1147" "1494.5" "1753" "644197.025" "951486" "1148216.9" "1.3470897470717" "1.74579862021554" "2.05546743187206" "2.03105440127242" "2.98257971553913" "3.60321544349966"
"99" "Non-HI" "HIV/AIDS" "465" "606" "707" "377737.675051863" "636927.199880003" "760984.560532324" "1.61790618514357" "2.10715472108423" "2.46421495412435" "3.20867654893391" "5.32647372061336" "6.4090825162322"
"100" "Central Europe, Eastern Europe, and Central Asia" "Gynecological diseases" "66" "100" "198" "10242.2598854087" "18333.8901549323" "46851.2564748315" "1.09065839750114" "1.65927314396101" "3.27842782312943" "0.691709097253837" "1.24564565665072" "3.15563245460222"
"101" "High-income" "Gynecological diseases" "1152" "1540" "2647.025" "464424.175461973" "728663.983958847" "1121194.06034512" "1.88424575101066" "2.53347715909286" "4.34091666124909" "2.42104999607063" "3.79055669977169" "5.81657586349814"
"102" "Latin America and Caribbean" "Gynecological diseases" "84" "113" "187" "11751.6290305884" "17682.7629339641" "41687.7315847275" "2.01148221376503" "2.6965515276911" "4.43613330339488" "1.42734625225043" "2.15951886256861" "5.09133769604239"
"103" "North Africa and Middle East" "Gynecological diseases" "568" "673" "819" "71316.2374124651" "84220.1200206398" "100735.084768706" "7.22659010671697" "8.54606648777734" "10.3914843216692" "8.69317668794571" "10.2984947411796" "12.4636707171794"
"104" "South Asia" "Gynecological diseases" "101" "132" "214" "13907.7538016237" "58520.8901711677" "167635.439233217" "2.30019256550791" "3.02962525848338" "4.89209473345016" "0.761820433272362" "3.29402267516534" "9.23371984932912"
"105" "Southeast Asia, East Asia and Oceania" "Gynecological diseases" "221" "283" "433" "79151.4305908216" "106063.87077591" "202571.364483098" "2.58201939095239" "3.31455966712558" "5.0672621834188" "2.47756995087935" "3.37457970924917" "6.40987008446902"
"106" "Sub-Saharian Africa" "Gynecological diseases" "20" "33" "72" "9345.42536796537" "56113.982047295" "237735.916582557" "0.88182449905676" "1.49524241051201" "3.19026861863998" "0.272335075371246" "1.64395142098851" "6.74741490423979"
"107" "All" "Gynecological diseases" "2158" "2730" "4225.05" "760393.8" "1083003" "1696348.5" "2.60488120511315" "3.30897443890061" "5.10571121446216" "2.47141328587652" "3.5164314096428" "5.48887223412243"
"108" "Non-HI" "Gynecological diseases" "1054" "1282" "1770.025" "225253.795873829" "350161.249784027" "631093.340904198" "3.77557543560776" "4.62014764451633" "6.36877423362472" "1.95695750814701" "3.04039469231774" "5.48217225212288"
"109" "Central Europe, Eastern Europe, and Central Asia" "Musculoskeletal disorders" "539" "607" "672" "96409.5086230442" "113146.735239517" "133928.056654464" "8.80750345800909" "9.87953768197791" "10.9545063652628" "6.39758931185057" "7.50939936487604" "8.90280817718529"
"110" "High-income" "Musculoskeletal disorders" "4668" "5232" "5853" "1074669.63439452" "1365286.91833253" "1642362.49025676" "7.57983119978734" "8.47923196571713" "9.48825968734355" "5.52739243218122" "6.99451788467289" "8.40941619555261"
"111" "Latin America and Caribbean" "Musculoskeletal disorders" "439" "494" "547" "44636.0026616443" "60232.5345964423" "82864.1167554115" "10.3472980284949" "11.5986357466915" "12.8289607964102" "5.3899731620956" "7.1964796492286" "9.92239118978637"
"112" "North Africa and Middle East" "Musculoskeletal disorders" "539" "612" "694" "37839.2148359718" "44261.106347405" "54527.2659623812" "6.79574923152076" "7.71224247873565" "8.73475114330153" "4.57248106180063" "5.37447371943025" "6.63652733157917"
"113" "South Asia" "Musculoskeletal disorders" "311" "355" "402" "33006.1693681399" "42837.7150975337" "175155.668868738" "7.04498797301978" "8.02713419076763" "9.08675927784899" "1.75295576598714" "2.38634505299463" "9.01798039337807"
"114" "Southeast Asia, East Asia and Oceania" "Musculoskeletal disorders" "570" "646" "730" "88171.3413948944" "109638.361454615" "204278.049003131" "6.5783435300955" "7.4515217858412" "8.43154962651278" "2.72094959782207" "3.42532243269834" "6.38240926536873"
"115" "Sub-Saharian Africa" "Musculoskeletal disorders" "107" "127" "149" "22066.3981600576" "44652.1151995975" "233281.209382701" "4.68611847922193" "5.53402207098705" "6.5388055875299" "0.620056878572666" "1.27575056612825" "6.55998734792503"
"116" "All" "Musculoskeletal disorders" "6189" "6949" "7783" "1469709.625" "1805769" "2207862.825" "7.41425817572166" "8.30343252233141" "9.29695659716287" "4.70733413403953" "5.78382637793925" "7.05631311324198"
"117" "Non-HI" "Musculoskeletal disorders" "2033.975" "2286" "2561" "351041.191351977" "433082.998424524" "663946.046080888" "7.23207925671893" "8.11712559782458" "9.08897329250602" "2.97829971059609" "3.70321055682964" "5.63509923516948"
