"Region" "Disease" "burden_daly" "burden_yll" "burden_yld" "burden_death" "Prop_loc_burden_daly" "Prop_loc_burden_yll" "Prop_loc_burden_yld" "Prop_loc_burden_death" "Prop_glob_burden_daly" "Prop_glob_burden_yll" "Prop_glob_burden_yld" "Prop_glob_burden_death" "Prop_NHI_burden_daly" "Prop_NHI_burden_yll" "Prop_NHI_burden_yld" "Prop_NHI_burden_death" "Nb_RCTs_low" "Nb_RCTs_med" "Nb_RCTs_up" "Nb_Patients_low" "Nb_Patients_med" "Nb_Patients_up" "Prop_loc_RCTs_low" "Prop_loc_RCTs_med" "Prop_loc_RCTs_up" "Prop_loc_Patients_low" "Prop_loc_Patients_med" "Prop_loc_Patients_up" "Prop_glob_RCTs_low" "Prop_glob_RCTs_med" "Prop_glob_RCTs_up" "Prop_glob_Patients_low" "Prop_glob_Patients_med" "Prop_glob_Patients_up" "Prop_NHI_RCTs_low" "Prop_NHI_RCTs_med" "Prop_NHI_RCTs_up" "Prop_NHI_Patients_low" "Prop_NHI_Patients_med" "Prop_NHI_Patients_up"
"17" "All" "Musculoskeletal disorders" 151554779.387277 3055120.54493 148499649.477377 124660.0335306 6.82659656581681 0.197257669222838 22.1223134675363 0.269532117387728 100 100 100 100 NA NA NA NA 6189 6949 7783 1596605.3 2050558 3331659.075 7.41425817572166 8.30343252233141 9.29695659716287 2.61389303856103 3.41043197048441 6.27125425924801 NA NA NA NA NA NA NA NA NA NA NA NA
"18" "All" "Neglected tropical diseases excluding malaria" 27043024.7392441 8778447.13016771 18264576.6651943 162733.754875405 1.21811941900211 0.5667913900047 2.72091342815481 0.351852733227901 100 100 100 100 NA NA NA NA 329 492 849 624681.05 1018730 1308824.55 0.389823991582084 0.584447981753819 1.0066562121142 1.03455761420148 1.65965173187849 2.72457389594214 NA NA NA NA NA NA NA NA NA NA NA NA
"19" "All" "Neonatal disorders" 220288076.01977 210919626.96221 9368370.6990864 2451889.0761302 9.9226024367345 13.618288835431 1.39562641403302 5.30132100539659 100 100 100 100 NA NA NA NA 638.95 1424 3612.79999999999 441226.55 1549845 3634886.64999999 0.764590766452948 1.69948090685226 4.26012587577822 0.755293778731309 2.6104923991761 6.68486078390868 NA NA NA NA NA NA NA NA NA NA NA NA
"20" "All" "Neoplasms" 176868544.26445 172940617.330398 3927925.1118207 7314732.1191985 7.96682362481849 11.16612670003 0.585151486259522 15.815455686747 100 100 100 100 NA NA NA NA 11147.975 12024 12728.025 5358052.375 8640118.5 9290341.725 12.2329808020536 13.129935720361 13.8685822990231 8.48025111067281 13.187193483865 19.1765328011531 NA NA NA NA NA NA NA NA NA NA NA NA
"21" "All" "Neurological disorders" 65826670.81902 26584575.16703 39242086.7012 1047914.3876906 2.96508052579436 1.71646625971278 5.84597839913715 2.26573486109307 100 100 100 100 NA NA NA NA 5561.975 6388 7295 1219632.725 1547648.5 3028043.3 6.76840848511377 7.77617649511163 8.88283582974296 2.01749264817774 2.6334928857468 5.85150778885378 NA NA NA NA NA NA NA NA NA NA NA NA
"22" "All" "Nutritional deficiencies" 89065270.1023176 38040154.8603769 51025106.1545418 706059.50145067 4.01183433127066 2.45611005336147 7.60132025252393 1.52659763548843 100 100 100 100 NA NA NA NA 677.975 1279 2138 284914.7 580576.5 1426262 0.806362587337069 1.52370395983894 2.54448695551136 0.470059727725212 0.981763864268176 2.58793792141363 NA NA NA NA NA NA NA NA NA NA NA NA
"23" "All" "Oral disorders" 14336517.7758 NA 14336517.7758 NA 0.645770614491516 NA 2.13574201276126 NA 100 NA 100 NA NA NA NA NA 1183.975 2249 6507.37499999999 317342.9 821855 4418140.62499999 1.41679946242207 2.69483681995732 7.6855660766728 0.528290910083563 1.42256199428566 7.74716298111855 NA NA NA NA NA NA NA NA NA NA NA NA
"24" "All" "Sense organ diseases" 32290593.297 NA 32290593.297 NA 1.4544896188737 NA 4.81039941496822 NA 100 NA 100 NA NA NA NA NA 4504.975 5209 5981 1003502.95 1347379.5 2178687.5 5.45539900968819 6.29438632998809 7.2320136570935 1.65688399364941 2.25765341932995 4.1382472145211 NA NA NA NA NA NA NA NA NA NA NA NA
"25" "All" "Sexually transmitted diseases excluding HIV" 12922191.8968 11677707.447409 1244485.03747 141953.7188956 0.582064064110448 0.753985749192379 0.185393623496493 0.306923440828384 100 100 100 100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"26" "All" "Skin and subcutaneous diseases" 35061984.292 3183483.8673 31878496.292 101869.352596 1.57932347977529 0.205545607263916 4.74900843421017 0.220255534388069 100 100 100 100 NA NA NA NA 3523.975 4346 5744.025 1081969.5 1892847 3437999.25 4.30560468130325 5.30983574145748 7.0094380386127 1.83232193954562 3.2220665275537 6.90416177156741 NA NA NA NA NA NA NA NA NA NA NA NA
"27" "All" "Sudden infant death syndrome" 1877956.44856 1877956.44856 0 21864.1681467 0.0845902128215527 0.121252600837533 0 0.0472733350745875 100 100 NA 100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"28" "All" "Tuberculosis" 56404877.8818 49623936.7455 6780943.14642 1364611.078315 2.54068757976456 3.20403138145344 1.01017174396427 2.95047661172583 100 100 100 100 NA NA NA NA 91 298 454 179758.6 2691157 3721925.7 0.106771151141624 0.351994233541567 0.537748843907757 0.348209875658387 4.51779433262979 8.37382570920463 NA NA NA NA NA NA NA NA NA NA NA NA
"29" "Central Europe, Eastern Europe, and Central Asia" "All" 151517873.106757 103301817.929403 48216061.2968583 4770575.79661667 100 100 100 100 6.82493416830699 6.66981074283695 7.18285077394437 10.3146402195144 7.61966003258601 7.22113336169721 8.64143757614108 12.445745743888 5767.975 6005 6206 1410290.62461588 1484678.31290428 1545180.67341429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"30" "Central Europe, Eastern Europe, and Central Asia" "Cardiovascular and circulatory diseases" 53161406.515 50984885.2644 2176519.255 3011141.34424 35.0858980692947 49.3552642986819 4.51409591836947 63.1190336892986 18.4970934072224 19.037893496939 11.1066125901951 20.4470336115721 21.800119117229 22.1937865169398 15.4010458131791 25.9846998934464 681 767 858.025 280603.841088423 324463.117480319 367718.212833387 11.1421013103449 12.5363490106336 13.9805949773587 19.1573792730936 21.7592285196227 24.4368491692252 6.86849493397653 7.18407554894647 7.50608912246076 1.41909182139284 6.51660591099057 7.47130212888405 21.598366027778 22.5184947234417 23.4707295728952 1.63601255675754 18.6169975178539 23.2458533575095
"31" "Central Europe, Eastern Europe, and Central Asia" "Chronic respiratory diseases" 5644608.1271 3211734.8773 2432869.7179 162502.71664 3.72537444683038 3.10907875744734 5.04576618758057 3.40635435989191 5.01808267922273 4.76520757317315 5.39610213079497 4.54837713165517 5.71065900053942 5.25231177976072 6.45419097489481 5.31026884706648 515 570 619 151799.890178372 171560.578039596 189194.886036114 8.47029142219944 9.39406301670943 10.2242333351216 10.1904832366207 11.5025963934051 12.7826863215286 11.3564040312902 11.9349196417589 12.415828458818 7.32123822265974 9.73852462385308 11.5387571695263 35.7999919253906 37.61153054221 39.0401391451113 18.8056696838071 38.9682882407642 44.167418947846
"32" "Central Europe, Eastern Europe, and Central Asia" "Cirrhosis of the liver" 4090337.297 4024456.989 65879.11761 129070.71451 2.69957412490737 3.8958239745116 0.136633138083165 2.70555840662961 13.4273536542273 13.4673000674575 11.3676463561666 13.0353464803189 15.4544304606798 15.5022413705318 13.0045059751038 15.7376094364682 32 67 102 3139.00984739933 9103.13790461774 19084.6246534281 0.532738933672005 1.10448316649807 1.68350994000822 0.208699720255479 0.609842292310586 1.28451420867052 5.16716058763931 6.32658065678454 7.57584327437269 0.969515787509985 2.55382083990852 5.57568250770833 13.0718025846702 15.9420289855072 18.9369399979865 1.54970176179659 4.76550105241395 15.5106592931099
"33" "Central Europe, Eastern Europe, and Central Asia" "Congenital anomalies" 2079422.787 1924091.363 155330.999 28114.7585 1.3723943877795 1.86259196746657 0.322156133914906 0.589336794940754 4.80741327168023 4.79216369400237 5.0046794673186 5.07590706517453 5.07701197805677 5.03861183236525 5.60625571607001 5.44815566363226 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"34" "Central Europe, Eastern Europe, and Central Asia" "Diabetes, urinary diseases and male infertility" 5049824.6483 2400854.124 2648969.082646 105287.40741 3.33282440200436 2.32411604376678 5.49395577199211 2.20701676063235 6.66015045080858 4.99731622105535 9.53601118894707 5.05623828764909 7.95460247929639 5.69369623230052 12.4270542855537 6.43311444618448 840 927 1014 215142.581553989 244029.989843365 276917.124948914 13.7267403610468 15.1149518995598 16.5428511693678 14.362704071109 16.1970479635719 18.3987222593725 7.61964058943812 7.91831048203021 8.22086510573521 2.5169104937684 4.17818132192651 5.46913462297272 22.8726836234058 23.7003623163838 24.5264553918825 5.96001109456239 10.7847136443802 17.4231969268127
"35" "Central Europe, Eastern Europe, and Central Asia" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 7281615.92163 6401673.87622 879947.423638492 143745.0812661 4.80578018442715 6.19705829436122 1.82500892849958 3.01315999146361 2.21133791467817 2.06406889832294 4.5980780489586 2.50812500231641 2.25830063841335 2.09707148413619 5.12474961768431 2.70924759844361 213 263 319 86175.2240636754 116724.298814427 141807.353272913 3.52369712324378 4.3384666335486 5.25468640949715 5.86858116127681 7.86609874413368 9.54754289294561 6.94403385648613 7.50798722044728 8.07071861151654 2.44755455295127 3.41976211618891 4.64936255387886 18.3109693224464 19.6415235250187 20.965984293467 4.43744633032762 6.47904473025647 11.5196469950159
"36" "Central Europe, Eastern Europe, and Central Asia" "Digestive diseases (except cirrhosis)" 2541910.009 2192991.2369 348918.592829 89089.387041 1.67763047149495 2.12289704175264 0.723656357330322 1.86747660741881 7.80298857103822 8.02167757577224 6.66154921662976 8.38903533643657 8.86991285408795 8.87903874286496 8.81297036081603 10.4426930541008 341 418 548 54798.2437509664 74178.2806430481 113204.78370339 5.75184506305432 7.05744620519216 9.2292310321707 3.76179503784282 5.10915663984652 7.79251271395892 5.85592785138753 6.20553309922409 6.59141127780628 1.59361753396448 3.9832602263521 5.26045860594893 15.1765780356019 16.1857668768184 17.326181336922 3.45138220953787 9.3187165204727 13.1341450052916
"37" "Central Europe, Eastern Europe, and Central Asia" "Gynecological diseases" 626648.327 17522.1958 609125.822 570.876528 0.413580466878963 0.0169621369219027 1.26332555089831 0.0119666168684474 6.45344926436317 8.38632840600073 6.41094277593441 8.96198701614244 7.37861889905122 8.97452848466022 7.34106519789781 10.3576395835327 66 100 198 10242.2598854087 18334.0182122342 46854.7764748315 1.09065839750114 1.65927314396101 3.27842782312943 0.691693294333388 1.2456208101485 3.15556163220266 2.93762575452716 3.6658624802578 4.78989283543691 0.877906506007696 1.63238330743002 3.06093021919183 5.96130629983947 7.82339271882262 11.3281874182888 1.91594890317322 4.9629302843488 9.60020915298749
"38" "Central Europe, Eastern Europe, and Central Asia" "Hemoglobinopathies and hemolytic anemias" 424799.994 89994.7198 334805.099 2428.39676 0.280362960019042 0.0871182343194607 0.694385003658139 0.0509036406406589 2.82868591081134 1.70371443526212 3.43907438538963 2.23162758949491 3.16897383915968 1.76046144552589 4.03720519037172 2.46526627282518 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"39" "Central Europe, Eastern Europe, and Central Asia" "Hepatitis" 128260.273 105909.915 22350.3905 2258.93429 0.084650259649322 0.102524734920328 0.0463546583832146 0.0473513971123162 1.02190902423789 0.880091176131152 4.32250166628986 0.806455485718673 1.0387714501212 0.893016140807946 4.58468392512388 0.827750678714097 74 114 145 7715.99783179009 12550.0887631638 22185.3261084666 1.2136600664145 1.86610907774073 2.38450926540375 0.514857535959283 0.839346888686057 1.48742970117692 10.3796871268211 12.3521681997372 14.0523317435082 1.75881924479487 3.12845846449297 5.39357135719095 24.8502231788968 28.0172413793103 30.8900523560209 2.81070174539229 5.46551212234181 12.7923858832674
"40" "Central Europe, Eastern Europe, and Central Asia" "HIV/AIDS" 2651978.6447 2455879.0231 196104.3311 54485.10195 1.75027446618886 2.3773821916458 0.406719930714826 1.14210745773374 2.75788524584763 2.68519773191693 4.17250409032239 3.15689389705426 2.79313126074204 2.71544459114516 4.35279452973441 3.20180902183463 53 72 89 8773.51561846686 16355.9480243009 23789.9324184692 0.850855471494977 1.1545651141949 1.43502280160031 0.573395023830096 1.06877647803318 1.55588168221576 4.18310970797159 4.82305297417838 5.51636536081693 0.745730289409974 1.35564945546566 2.28744259504577 10.3727714748784 11.9089316987741 13.5983682008368 1.01335309201953 1.84423706232445 3.64367598618411
"41" "Central Europe, Eastern Europe, and Central Asia" "Leprosy" 23.8790711 0 23.8790711 0 1.57599038386549e-05 0 4.95251384242701e-05 0 0.279629055402876 NA 0.279629055402876 NA 0.280413235668935 NA 0.280413235668935 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"42" "Central Europe, Eastern Europe, and Central Asia" "Malaria" 3436.79369 1164.23962 2272.554683 19.662997 0.00226824309207303 0.00112702723275949 0.00471327317469641 0.000412172405141223 0.00339119756096893 0.0011945864449537 0.0584974168054351 0.00134793408671301 0.0033912447849287 0.00119458766302335 0.0585171772937159 0.0013479376572701 0 1 8 0 98.9473684210526 3120.95961538462 0 0.0163345311989546 0.130720022388211 0 0.00652377005186969 0.204544501126782 0 0.24330900243309 1.66666666666667 0 0.00546822649184708 0.167871139518153 0 0.286532951289398 2.16064221272554 0 0.00548946973707895 0.170328797842749
"43" "Central Europe, Eastern Europe, and Central Asia" "Maternal disorders" 114587.90742 101259.635615 13328.300449 1848.02748557 0.075626660452964 0.0980230916015451 0.0276428644117981 0.038738038433026 0.618492188917945 0.599498565562954 0.81456110469406 0.618292823592468 0.622846667688843 0.602626325119918 0.835947142603689 0.621713005354891 50 95 177 11550.7678695111 25336.5996228121 53458.039768145 0.820592429518662 1.55788783207609 2.89184730906638 0.768041852733204 1.68737608598507 3.54131695795684 3.21657070197305 4.33970975104096 5.42581729242798 0.730725561193029 2.36631362503085 4.30726012202585 7.30156035249414 10.3580562659847 13.6673699645007 1.41893455778968 4.72156038956613 9.16557985392144
"44" "Central Europe, Eastern Europe, and Central Asia" "Mental and behavioral disorders" 15116189.858 2413166.5969 12703025.313 63870.520098 9.97650610324327 2.33603497525007 26.3460452208852 1.33884299969193 8.79285940787466 30.1295447102115 7.75023362411182 29.7670178816041 10.7476209917108 41.5800452268481 9.42059254606199 42.6203036285265 363 400 444 79608.3574792393 90484.4832487335 107057.393741097 5.96892886345053 6.6183733947975 7.36544267454947 5.35363798453815 6.10904768532928 7.24918945836703 4.07192596259199 4.28502693190576 4.52093312325545 2.3283081424157 3.1498684132704 3.97729564743915 15.9582880434783 16.6806899676467 17.4456249344204 7.77199127709662 17.4560759538974 20.615336126465
"45" "Central Europe, Eastern Europe, and Central Asia" "Musculoskeletal disorders" 13068426.87277 213656.2258 12854770.74477 7053.66191 8.62500680930375 0.206827169243056 26.6607648966292 0.147857663534086 8.62290646695837 6.99338119913351 8.65643170876868 5.65831863687776 11.2675280388505 8.95790316425979 11.3160220655814 8.63801548255502 539 607 672 96411.1086230442 113147.308230995 133928.518125052 8.80750345800909 9.87953768197791 10.9545063652628 6.39745896279858 7.50927667550708 8.90267710079426 8.31545587889396 8.716507755149 9.10311899591567 3.39974479317718 5.50992464835361 6.96529388801443 25.3693230805349 26.4948465529861 27.5829394964649 9.72561163311214 25.8588734798754 30.3775768418317
"46" "Central Europe, Eastern Europe, and Central Asia" "Neglected tropical diseases excluding malaria" 209587.57035 74418.224188 135169.468659745 1724.312643 0.138325311761952 0.0720396075109325 0.280341166458058 0.0361447489047946 0.775015266860486 0.847737909501749 0.740063518238171 1.05959125955165 0.782405893384613 0.857544472553127 0.74640028060805 1.08287451393204 4 11 35 1288.19 2977.35897435897 11214.5621698699 0.0654986081545767 0.177076625885383 0.57117472693285 0.0863831109625096 0.198084201129562 0.740249037999097 1.07758620689655 2.2 4.36007670166487 0.145126038486191 0.307252960859963 1.06400790248175 1.60765247485117 3.49854227405248 8.3916922406131 0.156209123089661 0.332002173286502 1.20598863274827
"47" "Central Europe, Eastern Europe, and Central Asia" "Neonatal disorders" 3883909.788 3480992.401 402915.828728 40462.66417 2.56333441617377 3.36973005003545 0.835646500130556 0.848171497425875 1.76310486621683 1.65038808911969 4.30081005192602 1.65026487388499 1.79414825873792 1.67560259446517 4.61490728252356 1.67548332117228 31 78 217 4412.86982961483 15755.9874565368 53711.1513267595 0.515278565996731 1.27209648108376 3.52171264758137 0.293510246732153 1.05066401324293 3.56355834977155 4.21242932791846 5.50239234449761 6.62879553416134 0.319903724667618 1.12350508879793 3.24292083424557 10.9214036326547 14.8275862068966 18.4268923026323 0.410977979284471 1.59644217213493 6.81988813200543
"48" "Central Europe, Eastern Europe, and Central Asia" "Neoplasms" 19507980.928 19120835.9407 387147.417818 818669.16051 12.8750361445841 18.5096800075361 0.802942852246677 17.1608039660665 11.029649737396 11.0563014263851 9.85628307049232 11.1920593559577 14.6050332197595 14.5398374250599 18.7595434181832 16.3516990632204 1138 1232 1308 183849.014326092 226916.361172445 246226.804006491 17.3245030951206 18.5720730741276 19.5881092636764 11.4550155173761 13.8350857600634 14.9534875341581 10.0024720509985 10.2469133434454 10.4826107854898 2.15226005974082 2.63818181197099 4.18999862604254 31.2692435975196 31.9366512025912 32.5905502981091 14.0322003789805 19.5796453767535 24.5627159586296
"49" "Central Europe, Eastern Europe, and Central Asia" "Neurological disorders" 4724339.958 1387363.8783 3336976.6165 41881.43437 3.11800836504041 1.34301980943659 6.9208818114669 0.877911517509116 7.17693892037898 5.21867989081352 8.50356567913591 3.99664656406699 8.8540374810376 6.28354953595948 10.6685193421252 6.64768041393294 407 471 537 63828.0645306743 77484.3249403316 99144.0636324095 6.79432791981181 7.83768296157659 8.93980330741788 4.32379969492835 5.25630236217189 6.74010213195527 6.98020369347571 7.36525390292325 7.74450896105129 2.5848293020296 5.03136823309094 6.27605199524153 24.3517831598274 25.7175337114695 27.020365082918 6.6704460672384 20.077596526913 25.6001465602711
"50" "Central Europe, Eastern Europe, and Central Asia" "Nutritional deficiencies" 2159456.573726 146567.05116 2012891.071956 3740.892358 1.42521573821491 0.141882354151952 4.17473144387088 0.0784159505578566 2.42457758365885 0.385295621687035 3.94490325186091 0.529826785180847 2.45757951963116 0.388062485040265 4.01772221959412 0.548774105713993 38 75 132 7087.87668553057 17473.545323274 35669.3053843683 0.611569118252429 1.22521360631952 2.15469345998663 0.470998167757207 1.16519638788193 2.38139628257821 4.78227923406494 5.87783153364059 6.94336370488605 1.24322711983778 2.99678396362484 5.05661027268999 11.597773580702 14.3933714960701 17.3310387376446 1.89258768927336 4.69810319384656 8.67625201324716
"51" "Central Europe, Eastern Europe, and Central Asia" "Oral disorders" 1366150.01 NA 1366150.01 NA 0.901642810836866 NA 2.83339197200045 NA 9.52916204174808 NA 9.52916204174808 NA 11.3935596818873 NA 11.3935596818873 NA 44 112 387 6764.68977393609 24319.6498998913 94551.7171015786 0.730633007899363 1.83891472225964 6.35002757290015 0.452655140493011 1.63242776771115 6.30952550113554 3.54039426327844 5.00987493482803 6.17910557257772 0.811926356087051 2.92286052132357 5.54111402106359 7.93645365122793 12.4845473146327 17.2169240859792 1.41228171734906 6.68768051329277 15.5869085579353
"52" "Central Europe, Eastern Europe, and Central Asia" "Sense organ diseases" 2761841.29 NA 2761841.29 NA 1.82278250966079 NA 5.72805246989338 NA 8.55308313661921 NA 8.55308313661921 NA 9.80820807086858 NA 9.80820807086858 NA 253 299 349 39054.0080340869 50985.1349402511 67383.2655878334 4.1840952289354 4.9354469684589 5.76651142798767 2.62424819287194 3.42838939432852 4.52683299029182 5.37556527765746 5.7435394785511 6.11213659576935 2.39676762681439 3.78848283708769 5.06005993146879 21.2045856548237 22.586065805068 23.9147626324539 4.69648043316988 9.11280033238147 17.6720958633221
"53" "Central Europe, Eastern Europe, and Central Asia" "Sexually transmitted diseases excluding HIV" 143605.385 46010.3347 97594.952 908.71218 0.0947778516524041 0.0445397144234613 0.202411705508511 0.0190482704549934 1.11130825286352 0.394001433134109 7.84219569231684 0.64014679366612 1.12663066212275 0.395150927759714 8.85045621796797 0.645000601433279 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
